Job titel,Company name,Address,Job type,Workplace,Job skills,Links
Senior Bookkeeper (Remote),Northstone -,"Cairo, Egypt",Full Time,Remote,Experienced · 4 - 7 Yrs of Exp · Accounting/Finance · Bookkeeping · Accounting · VAT · Bank Reconciliation · IFRS · ACCA · Month End Close · QuickBooks · Xero,https://wuzzuf.net/jobs/p/zhegmzejhrrc-senior-bookkeeper-remote-northstone-cairo-egypt
Senior Cost Accountant,ATG -,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced · 6+ Yrs of Exp · Accounting/Finance · Cost Accounting · Financial Analysis · Accounting · Financial Management · AR · CMA · Finance · IFRS,https://wuzzuf.net/jobs/p/7s38c8oflysw-senior-cost-accountant-atg-cairo-egypt
Junior Accountant,CASA SANCHO -,"Shubra Alkhaymah, Qalubia, Egypt",Full Time,On-site,Experienced · 2+ Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Microsoft Office,https://wuzzuf.net/jobs/p/nz2lacu38zm7-junior-accountant-casa-sancho-qalubia-egypt
Accountant,Teaspoon -,"Cairo, Egypt",Full Time,Remote,Entry Level · 0 - 3 Yrs of Exp · Accounting/Finance · Banking · Accounting · Finance · Financial Analysis · Microsoft Office,https://wuzzuf.net/jobs/p/um9c0xha7oac-accountant-teaspoon-cairo-egypt
Accountant,Healthcare Accountants -,"Slough, United Kingdom",Full Time,Remote,Experienced · 4 - 6 Yrs of Exp · Accounting/Finance · Xero · FRS 102 · UK Accounting · Accounting · Commerce · Finance · Financial Analysis · Financial Management · GAAP,https://wuzzuf.net/jobs/p/examkrgnlu6d-accountant-healthcare-accountants-slough-united-kingdom
Real Estate Sales Director,Emarcom Group Developments -,"6th of October, Giza, Egypt",Full Time,On-site,Senior Management · 8 - 15 Yrs of Exp · Operations/Management · Sales/Retail · Sales · Sales Target Achievement · Management · Strategic Planning · Business Development · Team Leadership · CRM Software · Market Analysis,https://wuzzuf.net/jobs/p/cossgenutiuu-real-estate-sales-director-emarcom-group-developments-giza-egypt
Senior Accountant,EBSS - Elite Business Solution Service -,"Tanta, Gharbia, Egypt",Full Time,On-site,Experienced · 5 - 7 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · GAAP · IFRS · Budgeting · Forecasting · Audit Preparation,https://wuzzuf.net/jobs/p/rrmkg7dsbj1z-senior-accountant-ebss-elite-business-solution-service-gharbia-egypt
Senior Business Development Executive,Chloride -,"Abu Rawash, Giza, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · males_only · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Customer Service · Customer Care · Customer Support · Business Analysis · Sales Skills,https://wuzzuf.net/jobs/p/qwod1vb5addg-senior-business-development-executive-chloride-giza-egypt
Piping Engineer,Doosan Enerbility co .LTD -,"Dabaa, Matruh, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · Engineering - Other · Microsoft Excel · Soft Skills · Microsoft Word · Team work · Piping Design · CAD Software · Stress Analysis,https://wuzzuf.net/jobs/p/gw4fpqczbp08-piping-engineer-doosan-enerbility-co-ltd-matruh-egypt
Treasury Accountant,Nour Eldin Elsherif for Trading vehicles -,"Katameya, Cairo, Egypt",Full Time,On-site,Entry Level · 1 - 3 Yrs of Exp · males_only · Accounting/Finance · Cashier · Microsoft Office · Finance · Accounting · English · Financial Reporting · Analytical · Financial Analysis · Financial,https://wuzzuf.net/jobs/p/k3nvvqyraih9-treasury-accountant-nour-eldin-elsherif-for-trading-vehicles-cairo-egypt
Senior Accountant,tech technology  -,"Cairo, Egypt",Full Time,Remote,Senior Management · 3 - 10 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/6c5vzntx9iyv-senior-accountant-tech-technology-cairo-egypt
Senior Cost Accountant,Midea Group -,"Alsadat City, Monufya, Egypt",Full Time,On-site,Experienced · 3+ Yrs of Exp · Accounting/Finance · Finance · Accounting · Coast Accounting · Commerce · Financial Analysis · Financial Management · GAAP · Oracle · SAP,https://wuzzuf.net/jobs/p/odlrzwdbxzmc-senior-cost-accountant-midea-group-monufya-egypt
Planning Engineer,green river for urban development -,"New Capital, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Other · Civil Engineering · Engineering Principles · Project Management · Planning & Scheduling · Primavera P6 · Microsoft Office Suite · Cost Control · Risk Management,https://wuzzuf.net/jobs/p/ealxlqic94sv-planning-engineer-green-river-for-urban-development-cairo-egypt
Senior Accountant-Real Estate,Confidential -,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced · 5 - 6 Yrs of Exp · males_only · Accounting/Finance · Engineering - Construction/Civil/Architecture · Sales/Retail · Accounting · Construction · Finance · Financial Analysis · Real Estate · Experience · Sales,https://wuzzuf.net/jobs/p/upeigl1ascpd-senior-accountant-real-estate-cairo-egypt
Accountant,El-Ashker Financial Consulting -,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced · 2 - 5 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · Accounting Software · Commerce · ERP · Financial · Financial Reports,https://wuzzuf.net/jobs/p/h78ko3iebp75-accountant-el-ashker-financial-consulting-cairo-egypt
Executive Secretary,Brand Connection -,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced · 3 - 7 Yrs of Exp · Administration · Operations/Management · Administration · Microsoft Office · Communication · Sales · Finance Analysis,https://wuzzuf.net/jobs/p/h985hni7ehy1-executive-secretary-brand-connection-cairo-egypt
Senior Cost Accountant,ARX Developments  -,"Cairo, Egypt",Full Time,On-site,Experienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Finance · Financial Analysis · Financial Management · Communication · IFRS · ERP · Odoo · Real Estate,https://wuzzuf.net/jobs/p/wkroihnfrcnk-senior-cost-accountant-arx-developments-cairo-egypt
E-commerce Specialist,BMG  -,"Cairo, Egypt",Full Time,On-site,Experienced · 3 - 5 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Amazon Seller Central · Noon Marketplace · Jumia · E-Commerce · product listing · Marketplace Management · Sales Analysis · SEO,https://wuzzuf.net/jobs/p/y2u6ngz2zv0u-e-commerce-specialist-bmg-cairo-egypt
Treasury Manager,IGI-Group -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Manager · 8 - 12 Yrs of Exp · Accounting/Finance · Accounting · Treasury Management · Financial Reporting · Cash Flow Forecasting · Risk Management · Financial Analysis · Compliance · SAP · Microsoft Excel,https://wuzzuf.net/jobs/p/sy4vzvxlr15g-treasury-manager-igi-group-giza-egypt
CFO,Confidential -,"Nasr City, Cairo, Egypt",Full Time,On-site,Senior Management · 8 - 20 Yrs of Exp · Accounting/Finance · C-Level Executive/GM/Director · Accounting · Finance · Financial Analysis · Financial Management,https://wuzzuf.net/jobs/p/vke1gqum42ps-cfo-cairo-egypt
